comment_start,endline,file,comment_outer_start,method,startline,comment,comment_outer_satd,body,comment_inner_satd
1,713,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/RealMatrixImpl.java,626,LUDecompose,645,"
     * Computes a new <a href=""http://www.math.gatech.edu/~bourbaki/
     * math2601/Web-notes/2num.pdf"">LU decompostion</a> for this matrix,
     * storing the result for use by other methods.
     * <p>
     * <strong>Implementation Note</strong>:<br>
     * Uses <a href=""http://www.damtp.cam.ac.uk/user/fdl/
     * people/sd/lectures/nummeth98/linear.htm"">Crout's algortithm</a>,
     * with partial pivoting.
     * <p>
     * <strong>Usage Note</strong>:<br>
     * This method should rarely be invoked directly. Its only use is
     * to force recomputation of the LU decomposition when changes have been
     * made to the underlying data using direct array references. Changes
     * made using setXxx methods will trigger recomputation when needed
     * automatically.
     *
     * @throws IllegalArgumentException if the matrix is singular
     ","640_     * made using setXxx methods will trigger recomputation when needed
","{
    int nRows = this.getRowDimension();
    int nCols = this.getColumnDimension();
    lu = this.getData();
    // Initialize pivot array and parity
    pivot = new int[nRows];
    for (int row = 0; row < nRows; row++) {
        pivot[row] = row;
    }
    parity = 1;
    // Loop over columns
    for (int col = 0; col < nCols; col++) {
        double sum = 0;
        // upper
        for (int row = 0; row < col; row++) {
            sum = lu[row][col];
            for (int i = 0; i < row; i++) {
                sum -= lu[row][i] * lu[i][col];
            }
            lu[row][col] = sum;
        }
        // lower
        // pivot row
        int max = col;
        double largest = 0d;
        for (int row = col; row < nRows; row++) {
            sum = lu[row][col];
            for (int i = 0; i < col; i++) {
                sum -= lu[row][i] * lu[i][col];
            }
            lu[row][col] = sum;
            // maintain best pivot choice
            if (Math.abs(sum) > largest) {
                largest = Math.abs(sum);
                max = row;
            }
        }
        // Singularity check
        if (Math.abs(lu[max][col]) < TOO_SMALL) {
            lu = null;
            throw new IllegalArgumentException(""matrix is singular"");
        }
        // Pivot if necessary
        if (max != col) {
            double tmp = 0;
            for (int i = 0; i < nCols; i++) {
                tmp = lu[max][i];
                lu[max][i] = lu[col][i];
                lu[col][i] = tmp;
            }
            int temp = pivot[max];
            pivot[max] = pivot[col];
            pivot[col] = temp;
            parity = -parity;
        }
        // Divide the lower elements by the ""winning"" diagonal elt.
        for (int row = col + 1; row < nRows; row++) {
            lu[row][col] /= lu[col][col];
        }
    }
}",
1,732,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/RealMatrixImpl.java,717,getIdentity,723,"
     * Returns <code>dimension x dimension</code> identity matrix.
     *
     * @param dimension dimension of identity matrix to generate
     * @return identity matrix
     ",,"{
    RealMatrixImpl out = new RealMatrixImpl(dimension, dimension);
    double[][] d = out.getDataRef();
    for (int row = 0; row < dimension; row++) {
        for (int col = 0; col < dimension; col++) {
            d[row][col] = row == col ? 1d : 0d;
        }
    }
    return out;
}",
1,750,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/RealMatrixImpl.java,736,copyOut,741,"
     * Returns a fresh copy of the underlying data array.
     *
     * @return a copy of the underlying data array.
     ",,"{
    int nRows = this.getRowDimension();
    double[][] out = new double[nRows][this.getColumnDimension()];
    // can't copy 2-d array in one shot, otherwise get row references
    for (int i = 0; i < nRows; i++) {
        System.arraycopy(data[i], 0, out[i], 0, data[i].length);
    }
    return out;
}",
1,766,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/RealMatrixImpl.java,752,copyIn,757,"
     * Replaces data with a fresh copy of the input array.
     *
     * @param in data to copy in
     ",,"{
    int nRows = in.length;
    int nCols = in[0].length;
    data = new double[nRows][nCols];
    System.arraycopy(in, 0, data, 0, in.length);
    for (int i = 0; i < nRows; i++) {
        System.arraycopy(in[i], 0, data[i], 0, nCols);
    }
    lu = null;
}",
1,91,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,65,getSkewness,69,"
     * Returns the skewness of this collection of values
     * @see org.apache.commons.math.stat.StoreUnivariate#getSkewness()
     ",,"{
    // Initialize the skewness
    double skewness = Double.NaN;
    // Get the mean and the standard deviation
    double mean = getMean();
    double stdDev = getStandardDeviation();
    // Sum the cubes of the distance from the mean divided by the
    // standard deviation
    double accum = 0.0;
    for (int i = 0; i < getN(); i++) {
        accum += Math.pow((getElement(i) - mean) / stdDev, 3.0);
    }
    // Get N
    double n = getN();
    // Calculate skewness
    skewness = (n / ((n - 1) * (n - 2))) * accum;
    return skewness;
}",
98,122,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,93,getKurtosis,97,"
     * Returns the kurtosis for this collection of values
     * @see org.apache.commons.math.stat.StoreUnivariate#getKurtosis()
     ",,"{
    // Initialize the kurtosis
    double kurtosis = Double.NaN;
    // Get the mean and the standard deviation
    double mean = getMean();
    double stdDev = getStandardDeviation();
    // Sum the ^4 of the distance from the mean divided by the
    // standard deviation
    double accum = 0.0;
    for (int i = 0; i < getN(); i++) {
        accum += Math.pow((getElement(i) - mean) / stdDev, 4.0);
    }
    // Get N
    double n = getN();
    double coefficientOne = (n * (n + 1)) / ((n - 1) * (n - 2) * (n - 3));
    double termTwo = ((3 * Math.pow(n - 1, 2.0)) / ((n - 2) * (n - 3)));
    // Calculate kurtosis
    kurtosis = (coefficientOne * accum) - termTwo;
    return kurtosis;
}",
118,142,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,124,getKurtosisClass,129,"
     * Returns the type or class of kurtosis that this collection of 
     * values exhibits
     * @see org.apache.commons.math.stat.StoreUnivariate#getKurtosisClass()
     ",,"{
    int kClass = StoreUnivariate.MESOKURTIC;
    double kurtosis = getKurtosis();
    if (kurtosis > 0) {
        kClass = StoreUnivariate.LEPTOKURTIC;
    } else if (kurtosis < 0) {
        kClass = StoreUnivariate.PLATYKURTIC;
    }
    return (kClass);
}",
138,151,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,144,getMean,148,"
     * Returns the mean for this collection of values
     * @see org.apache.commons.math.stat.Univariate#getMean()
     ",,"{
    double arithMean = getSum() / getN();
    return arithMean;
}",
154,160,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,153,getGeometricMean,157,"
     * Returns the geometric mean for this collection of values
     * @see org.apache.commons.math.stat.Univariate#getGeometricMean()
     ",,"{
    double gMean = Math.pow(getProduct(), (1.0 / getN()));
    return gMean;
}",
154,175,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,162,getProduct,166,"
     * Returns the product for this collection of values
     * @see org.apache.commons.math.stat.Univariate#getProduct()
     ",,"{
    double product = Double.NaN;
    if (getN() > 0) {
        product = 1.0;
        for (int i = 0; i < getN(); i++) {
            product *= getElement(i);
        }
    }
    return product;
}",
181,205,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,178,getVariance,182,"
     * Returns the variance for this collection of values
     * @see org.apache.commons.math.stat.Univariate#getVariance()
     ",,"{
    // Initialize variance
    double variance = Double.NaN;
    if (getN() == 1) {
        // If this is a single value
        variance = 0;
    } else if (getN() > 1) {
        // Get the mean
        double mean = getMean();
        // Calculate the sum of the squares of the distance between each
        // value and the mean
        double accum = 0.0;
        for (int i = 0; i < getN(); i++) {
            accum += Math.pow((getElement(i) - mean), 2.0);
        }
        // Divide the accumulator by N - Hmmm... unbiased or biased?
        variance = accum / (getN() - 1);
    }
    return variance;
}",
209,217,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,207,getStandardDeviation,211,"
     * Returns the standard deviation for this collection of values
     * @see org.apache.commons.math.stat.Univariate#getStandardDeviation()
     ",,"{
    double stdDev = Double.NaN;
    if (getN() != 0) {
        stdDev = Math.sqrt(getVariance());
    }
    return (stdDev);
}",
209,239,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,219,getMax,223,"
     * Returns the maximum value contained herein.
     * @see org.apache.commons.math.stat.Univariate#getMax()
     ",,"{
    // Initialize maximum to NaN
    double max = Double.NaN;
    for (int i = 0; i < getN(); i++) {
        if (i == 0) {
            max = getElement(i);
        } else {
            if (getElement(i) > max) {
                max = getElement(i);
            }
        }
    }
    return max;
}",
226,260,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,241,getMin,245,"
     * Returns the minimum value contained herein
     * @see org.apache.commons.math.stat.Univariate#getMin()
     ",,"{
    // Initialize minimum to NaN
    double min = Double.NaN;
    for (int i = 0; i < getN(); i++) {
        if (i == 0) {
            min = getElement(i);
        } else {
            if (getElement(i) < min) {
                min = getElement(i);
            }
        }
    }
    return min;
}",
226,272,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,262,getSum,266,"
     * Returns the sum of all values contained herein
     * @see org.apache.commons.math.stat.Univariate#getSum()
     ",,"{
    double accum = 0.0;
    for (int i = 0; i < getN(); i++) {
        accum += getElement(i);
    }
    return accum;
}",
226,284,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,274,getSumsq,278,"
     * Returns the sun of the squares of all values contained herein
     * @see org.apache.commons.math.stat.Univariate#getSumsq()
     ",,"{
    double accum = 0.0;
    for (int i = 0; i < getN(); i++) {
        accum += Math.pow(getElement(i), 2.0);
    }
    return accum;
}",
1,313,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,286,getSortedValues,292,"
     * Uses <a href=""http://www.nist.gov/dads/HTML/shellsort.html"">Shell sort
     * </a>
     * @see org.apache.commons.math.stat.StoreUnivariate#getSortedValues()
     *
     ",,"{
    double[] values = getValues();
    int n = values.length;
    int j = n;
    while (j > 1) {
        j = j / 2;
        boolean done = false;
        while (!done) {
            done = true;
            for (int i = 0; i < n - j; i++) {
                int k = i + j;
                if (values[i] > values[k]) {
                    double temp = values[i];
                    values[i] = values[k];
                    values[k] = temp;
                    done = false;
                }
            }
        }
    }
    return values;
}",
1,344,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/AbstractStoreUnivariate.java,315,getPercentile,319,"
     * Returns an estimate for the pth percentile of the stored values
     * @see org.apache.commons.math.stat.StoreUnivariate#getPercentile(double)
     ",,"{
    if ((p > 100) || (p <= 0)) {
        throw new IllegalArgumentException(""invalid percentile value"");
    }
    double n = (double) getN();
    if (n == 0) {
        return Double.NaN;
    }
    if (n == 1) {
        // always return single value for n = 1
        return getElement(0);
    }
    double pos = p * (n + 1) / 100;
    double fpos = Math.floor(pos);
    int intPos = (int) fpos;
    double d = pos - fpos;
    double[] sorted = getSortedValues();
    if (pos < 1) {
        return sorted[0];
    }
    if (pos > n) {
        return sorted[getN() - 1];
    }
    double lower = sorted[intPos - 1];
    double upper = sorted[intPos];
    return lower + d * (upper - lower);
}",
1,76,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,65,sum,70,"
     * The sum of the values that have been added to Univariate.
     * @param values Is a double[] containing the values
     * @return the sum of the values or Double.NaN if the array is empty
     ",,"{
    double accum = 0.0;
    for (int i = 0; i < values.length; i++) {
        accum += values[i];
    }
    return accum;
}",
1,89,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,78,sumSq,83,"
     * Returns the sum of the squares of the available values.
     * @param values Is a double[] containing the values
     * @return the sum of the squared values or Double.NaN if the array is empty
     ",,"{
    double accum = 0.0;
    for (int i = 0; i < values.length; i++) {
        accum += Math.pow(values[i], 2.0);
    }
    return accum;
}",
92,105,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,91,product,96,"
     * Returns the product for this collection of values
     * @param values Is a double[] containing the values
     * @return the product values or Double.NaN if the array is empty
     ",,"{
    double product = Double.NaN;
    if (values.length > 0) {
        product = 1.0;
        for (int i = 0; i < values.length; i++) {
            product *= values[i];
        }
    }
    return product;
}",
98,121,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,107,sumLog,112,"
     * Returns the sum of the natural logs for this collection of values
     * @param values Is a double[] containing the values
     * @return the sumLog value or Double.NaN if the array is empty
     ",,"{
    double sumLog = Double.NaN;
    if (values.length > 0) {
        sumLog = 0.0;
        for (int i = 0; i < values.length; i++) {
            sumLog += Math.log(values[i]);
        }
    }
    return sumLog;
}",
118,131,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,123,geometricMean,129,"
     * Returns the geometric mean for this collection of values
     * @param values Is a double[] containing the values
     * @return the geometric mean or Double.NaN if the array is empty or
     * any of the values are &lt;= 0.
     ",,"{
    return Math.exp(sumLog(values) / (double) values.length);
}",
138,141,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,133,mean,139,"
     * Returns the <a href=http://www.xycoon.com/arithmetic_mean.htm>
     * arithmetic mean </a> of the available values 
     * @param values Is a double[] containing the values
     * @return the mean of the values or Double.NaN if the array is empty
     ",,"{
    return sum(values) / (double) values.length;
}",
138,155,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,143,standardDeviation,149,"
     *      
     * @param values Is a double[] containing the values
     * @return the result, Double.NaN if no values for an empty array 
     * or 0.0 for a single value set.  
     ",,"{
    double stdDev = Double.NaN;
    if (values.length != 0) {
        stdDev = Math.sqrt(variance(values));
    }
    return (stdDev);
}",
154,188,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,157,variance,170,"
     * Returns the variance of the available values. This uses a corrected
     * two pass algorithm of the following 
     * <a href=""http://lib-www.lanl.gov/numerical/bookcpdf/c14-1.pdf"">
     * corrected two pass formula (14.1.8)</a>, and also referenced in:<p/>
     * ""Algorithms for Computing the Sample Variance: Analysis and
     * Recommendations"", Chan, T.F., Golub, G.H., and LeVeque, R.J. 
     * 1983, American Statistician, vol. 37, pp. 242?247.
     * 
     * @param values Is a double[] containing the values
     * @return the result, Double.NaN if no values for an empty array 
     * or 0.0 for a single value set.  
     ",,"{
    double variance = Double.NaN;
    if (values.length == 1) {
        variance = 0;
    } else if (values.length > 1) {
        double mean = mean(values);
        double accum = 0.0;
        double accum2 = 0.0;
        for (int i = 0; i < values.length; i++) {
            accum += Math.pow((values[i] - mean), 2.0);
            accum2 += (values[i] - mean);
        }
        variance = (accum - (Math.pow(accum2, 2) / (double) values.length)) / (double) (values.length - 1);
    }
    return variance;
}",
181,218,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,190,skewness,196,"
     * Returns the skewness of a collection of values.  Skewness is a 
     * measure of the assymetry of a given distribution. 
     * @param values Is a double[] containing the values
     * @return the skewness of the values or Double.NaN if the array is empty
     ",,"{
    // Initialize the skewness
    double skewness = Double.NaN;
    // Get the mean and the standard deviation
    double mean = mean(values);
    double stdDev = standardDeviation(values);
    // Sum the cubes of the distance from the mean divided by the
    // standard deviation
    double accum = 0.0;
    for (int i = 0; i < values.length; i++) {
        accum += Math.pow((values[i] - mean) / stdDev, 3.0);
    }
    // Get N
    double n = values.length;
    // Calculate skewness
    skewness = (n / ((n - 1) * (n - 2))) * accum;
    return skewness;
}",
226,250,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,220,kurtosis,226,"
     * Returns the kurtosis for this collection of values. Kurtosis is a 
     * measure of the ""peakedness"" of a distribution.
     * @param values Is a double[] containing the values
     * @return the kurtosis of the values or Double.NaN if the array is empty
     ",,"{
    // Initialize the kurtosis
    double kurtosis = Double.NaN;
    // Get the mean and the standard deviation
    double mean = mean(values);
    double stdDev = standardDeviation(values);
    // Sum the ^4 of the distance from the mean divided by the
    // standard deviation
    double accum = 0.0;
    for (int i = 0; i < values.length; i++) {
        accum += Math.pow((values[i] - mean) / stdDev, 4.0);
    }
    // Get N
    double n = values.length;
    double coefficientOne = (n * (n + 1)) / ((n - 1) * (n - 2) * (n - 3));
    double termTwo = ((3 * Math.pow(n - 1, 2.0)) / ((n - 2) * (n - 3)));
    // Calculate kurtosis
    kurtosis = (coefficientOne * accum) - termTwo;
    return kurtosis;
}",
226,267,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,252,max,257,"
     * Returns the maximum of the available values
     * @param values Is a double[] containing the values
     * @return the maximum of the values or Double.NaN if the array is empty
     ",,"{
    double max = Double.NaN;
    for (int i = 0; i < values.length; i++) {
        if (i == 0) {
            max = values[i];
        } else {
            max = Math.max(max, values[i]);
        }
    }
    return max;
}",
226,284,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/java/org/apache/commons/math/stat/StatUtils.java,269,min,274,"
     * Returns the minimum of the available values
     * @param values Is a double[] containing the values
     * @return the minimum of the values or Double.NaN if the array is empty
     ",,"{
    double min = Double.NaN;
    for (int i = 0; i < values.length; i++) {
        if (i == 0) {
            min = values[i];
        } else {
            min = Math.min(min, values[i]);
        }
    }
    return min;
}",
1,66,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,ExpandableDoubleArrayTest,64,,,"{
    super(name);
}",
1,74,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,68,setUp,71," (non-Javadoc)
	 * @see junit.framework.TestCase#setUp()
	 ",,"{
    da = new ExpandableDoubleArray();
    ra = new ExpandableDoubleArray();
}",
1,82,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,76,tearDown,79," (non-Javadoc)
	 * @see junit.framework.TestCase#tearDown()
	 ",,"{
    da = null;
    ra = null;
}",
89,108,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testSetElementArbitraryExpansion,89,,,"{
    double[] controlArray = { 2.0, 4.0, 6.0 };
    da.addElement(2.0);
    da.addElement(4.0);
    da.addElement(6.0);
    da.setElement(1, 3.0);
    // Expand the array arbitrarily to 1000 items
    da.setElement(1000, 3.4);
    assertEquals(""The number of elements should now be 1001, it isn't"", da.getNumElements(), 1001);
    assertEquals(""Uninitialized Elements are default value of 0.0, index 766 wasn't"", 0.0, da.getElement(760), Double.MIN_VALUE);
    assertEquals(""The 1000th index should be 3.4, it isn't"", 3.4, da.getElement(1000), Double.MIN_VALUE);
    assertEquals(""The 0th index should be 2.0, it isn't"", 2.0, da.getElement(0), Double.MIN_VALUE);
}",
98,115,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testAdd1000,110,,,"{
    super.testAdd1000();
    assertEquals(""Internal Storage length should be 1024 if we started out with initial capacity of "" + ""16 and an expansion factor of 2.0"", 1024, ((ExpandableDoubleArray) da).getInternalLength());
}",
118,119,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testAddElementRolling,117,,,"{
    super.testAddElementRolling();
}",
118,143,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testSetNumberOfElements,121,,,"{
    da.addElement(1.0);
    da.addElement(1.0);
    da.addElement(1.0);
    da.addElement(1.0);
    da.addElement(1.0);
    da.addElement(1.0);
    assertEquals(""Number of elements should equal 6"", da.getNumElements(), 6);
    ((ExpandableDoubleArray) da).setNumElements(3);
    assertEquals(""Number of elements should equal 3"", da.getNumElements(), 3);
    try {
        ((ExpandableDoubleArray) da).setNumElements(-3);
        fail(""Setting number of elements to negative should've thrown an exception"");
    } catch (IllegalArgumentException iae) {
    }
    ((ExpandableDoubleArray) da).setNumElements(1024);
    assertEquals(""Number of elements should now be 1024"", da.getNumElements(), 1024);
    assertEquals(""Element 453 should be a default double"", da.getElement(453), 0.0, Double.MIN_VALUE);
}",
138,164,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testWithInitialCapacity,147,,,"{
    ExpandableDoubleArray eDA2 = new ExpandableDoubleArray(2);
    assertEquals(""Initial number of elements should be 0"", 0, eDA2.getNumElements());
    int iterations = (int) Math.pow(2.0, 15.0);
    for (int i = 0; i < iterations; i++) {
        eDA2.addElement(i);
    }
    assertEquals(""Number of elements should be equal to 2^15"", (int) Math.pow(2.0, 15.0), eDA2.getNumElements());
    eDA2.addElement(2.0);
    assertEquals(""Number of elements should be equals to 2^15 + 1"", ((int) Math.pow(2.0, 15.0) + 1), eDA2.getNumElements());
}",
154,185,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testWithInitialCapacityAndExpansionFactor,166,,,"{
    ExpandableDoubleArray eDA3 = new ExpandableDoubleArray(3, 3.0f);
    assertEquals(""Initial number of elements should be 0"", 0, eDA3.getNumElements());
    int iterations = (int) Math.pow(3.0, 7.0);
    for (int i = 0; i < iterations; i++) {
        eDA3.addElement(i);
    }
    assertEquals(""Number of elements should be equal to 3^7"", (int) Math.pow(3.0, 7.0), eDA3.getNumElements());
    eDA3.addElement(2.0);
    assertEquals(""Number of elements should be equals to 3^7 + 1"", ((int) Math.pow(3.0, 7.0) + 1), eDA3.getNumElements());
    assertEquals(""Expansion factor should equal 3.0"", 3.0f, eDA3.getExpansionFactor(), Double.MIN_VALUE);
}",
181,216,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testDiscard,187,,,"{
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    da.addElement(2.0);
    assertEquals(""Number of elements should be 11"", 11, da.getNumElements());
    da.discardFrontElements(5);
    assertEquals(""Number of elements should be 6"", 6, da.getNumElements());
    try {
        da.discardFrontElements(-1);
        fail(""Trying to discard a negative number of element is not allowed"");
    } catch (Exception e) {
    }
    try {
        da.discardFrontElements(10000);
        fail(""You can't discard more elements than the array contains"");
    } catch (Exception e) {
    }
}",
209,235,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testIllegalInitialCapacity,220,,,"{
    try {
        ExpandableDoubleArray eDA = new ExpandableDoubleArray(-3, 2.0f);
        fail(""That constructor should have thrown an IllegalArgumentException because "" + ""the initialCapacity was negative, if it didn't then"" + "" the range checking of initialCapacity is not working properly"");
    } catch (IllegalArgumentException iae) {
    }
    try {
        ExpandableDoubleArray eDA = new ExpandableDoubleArray(0, 2.0f);
        fail(""That constructor should have thrown an IllegalArgumentException because "" + ""the initialCapacity was ZERO if it didn't then"" + "" the range checking of initialCapacity is not working properly"");
    } catch (IllegalArgumentException iae) {
    }
}",
226,257,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testIllegalExpansionFactor,237,,,"{
    try {
        ExpandableDoubleArray eDA = new ExpandableDoubleArray(3, 0.66f);
        fail(""That constructor should have thrown an IllegalArgumentException because "" + ""the expansionFactor for 0.66 which would shrink the array instead of expand the array"");
    } catch (IllegalArgumentException iae) {
    }
    try {
        ExpandableDoubleArray eDA = new ExpandableDoubleArray(3, 0.0f);
        fail(""That constructor should have thrown an IllegalArgumentException because "" + ""the expansionFactor for 0.0"");
    } catch (IllegalArgumentException iae) {
    }
    try {
        ExpandableDoubleArray eDA = new ExpandableDoubleArray(3, -4.35f);
        fail(""That constructor should have thrown an IllegalArgumentException because "" + ""the expansionFactor for -4.35"");
    } catch (IllegalArgumentException iae) {
    }
}",
226,265,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testSetOutOfBounds,259,,,"{
    try {
        da.setElement(-1, 2.0);
        fail(""Cannot set a negative index"");
    } catch (Exception e) {
    }
}",
226,279,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/ExpandableDoubleArrayTest.java,,testGetOutOfBounds,267,,,"{
    try {
        da.getElement(10000);
        fail(""Cannot get an element that is larger than the number of elements"");
    } catch (Exception e) {
    }
    try {
        da.getElement(-3);
        fail(""Cannot get a negative index"");
    } catch (Exception e) {
    }
}",
1,79,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,,RandomDataTest,77,,,"{
    super(name);
}",
92,92,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,,setUp,91,,,"{
}",
92,98,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,,suite,94,,,"{
    TestSuite suite = new TestSuite(RandomDataTest.class);
    suite.setName(""RandomData Tests"");
    return suite;
}",
98,126,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,100,testNextInt,101, test dispersion and failure modes for nextInt() ,,"{
    try {
        int x = randomData.nextInt(4, 3);
        fail(""IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    Freq freq = new Freq();
    int value = 0;
    for (int i = 0; i < smallSampleSize; i++) {
        value = randomData.nextInt(0, 3);
        assertTrue(""nextInt range"", (value >= 0) && (value <= 3));
        freq.addValue(value);
    }
    double[] observed = new double[4];
    for (int i = 0; i < 4; i++) {
        String iString = new Integer(i).toString();
        observed[i] = freq.getCount(iString);
    }
    /* Use ChiSquare dist with df = 4-1 = 3, alpha = .001
         * Change to 11.34 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 16.27);
}",
118,154,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,128,testNextLong,129, test dispersion and failure modes for nextLong() ,,"{
    try {
        long x = randomData.nextLong(4, 3);
        fail(""IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    Freq freq = new Freq();
    long value = 0;
    for (int i = 0; i < smallSampleSize; i++) {
        value = randomData.nextLong(0, 3);
        assertTrue(""nextInt range"", (value >= 0) && (value <= 3));
        freq.addValue(value);
    }
    double[] observed = new double[4];
    for (int i = 0; i < 4; i++) {
        String iString = new Integer(i).toString();
        observed[i] = freq.getCount(iString);
    }
    /* Use ChiSquare dist with df = 4-1 = 3, alpha = .001
         * Change to 11.34 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 16.27);
}",
